# The values in this table are from the official 2014 proto.
VNUM	GOLD_MIN	GOLD_MAX	RESURRECTION_VNUM	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4
502	111	166	0	70104	0	0	0	0	0	0	0	0	0	0
503	312	468	0	0	0	0	0	0	0	0	0	0	0	0
504	260	391	0	70106	0	0	0	0	0	0	0	0	0	0
531	592	888	0	0	0	0	0	0	0	0	0	0	0	0
532	624	936	0	0	0	0	0	0	0	0	0	0	0	0
533	672	1008	0	0	0	0	0	0	0	0	0	0	0	0
534	704	1056	0	0	0	0	0	0	0	0	0	0	0	0
551	102	153	0	70104	0	0	0	0	0	0	0	0	0	0
552	111	166	0	70104	0	0	0	0	0	0	0	0	0	0
553	312	468	0	0	0	0	0	0	0	0	0	0	0	0
554	260	391	0	70106	0	0	0	0	0	0	0	0	0	0
591	520	780	0	0	0	0	0	0	0	0	0	0	0	0
595	520	780	0	0	0	0	0	0	0	0	0	0	0	0
601	720	1080	0	0	0	0	0	0	0	0	0	0	0	0
602	736	1104	0	70105	0	0	0	0	0	0	0	0	0	0
603	752	1128	0	70105	0	0	0	0	0	0	0	0	0	0
604	768	1152	0	0	0	0	0	0	0	0	0	0	0	0
631	97	146	0	70104	0	0	0	0	0	0	0	0	0	0
632	160	240	0	70105	0	0	0	0	0	0	0	0	0	0
633	172	258	0	70105	0	0	0	0	0	0	0	0	0	0
634	240	360	0	70106	0	0	0	0	0	0	0	0	0	0
635	262	393	0	70106	0	0	0	0	0	0	0	0	0	0
636	347	520	0	70107	0	0	0	0	0	0	0	0	0	0
637	368	553	0	70107	0	0	0	0	0	0	0	0	0	0
651	97	146	0	70104	0	0	0	0	0	0	0	0	0	0
652	160	240	0	70105	0	0	0	0	0	0	0	0	0	0
653	172	258	0	70105	0	0	0	0	0	0	0	0	0	0
654	240	360	0	70106	0	0	0	0	0	0	0	0	0	0
655	262	393	0	70106	0	0	0	0	0	0	0	0	0	0
656	347	520	0	70107	0	0	0	0	0	0	0	0	0	0
657	368	553	0	70107	0	0	0	0	0	0	0	0	0	0
691	616	924	0	0	30	256	0	0	0	0	0	0	0	0
692	616	924	0	0	30	256	0	0	0	0	0	0	0	0
693	23400	35100	0	0	35	256	0	0	0	0	0	0	0	0
701	109	164	0	70104	0	0	0	0	0	0	0	0	0	0
702	184	277	0	70105	0	0	0	0	0	0	0	0	0	0
703	197	296	0	70105	0	0	0	0	0	0	0	0	0	0
704	288	432	0	70106	0	0	0	0	0	0	0	0	0	0
705	228	343	0	70105	0	0	0	0	0	0	0	0	0	0
706	349	524	0	0	0	0	0	0	0	0	0	0	0	0
707	364	546	0	0	0	0	0	0	0	0	0	0	0	0
731	154	231	0	70104	0	0	0	0	0	0	0	0	0	0
732	250	375	0	70105	0	0	0	0	0	0	0	0	0	0
733	255	382	0	70105	0	0	0	0	0	0	0	0	0	0
734	349	524	0	70106	0	0	0	0	0	0	0	0	0	0
735	259	388	0	70105	0	0	0	0	0	0	0	0	0	0
736	397	596	0	0	0	0	0	0	0	0	0	0	0	0
737	404	607	0	0	0	0	0	0	0	0	0	0	0	0
751	109	164	0	70104	0	0	0	0	0	0	0	0	0	0
752	184	277	0	70105	0	0	0	0	0	0	0	0	0	0
753	197	296	0	70105	0	0	0	0	0	0	0	0	0	0
754	288	432	0	70106	0	0	0	0	0	0	0	0	0	0
755	228	343	0	70105	0	0	0	0	0	0	0	0	0	0
756	349	524	0	0	0	0	0	0	0	0	0	0	0	0
757	364	546	0	0	0	0	0	0	0	0	0	0	0	0
771	154	231	0	70104	0	0	0	0	0	0	0	0	0	0
772	250	375	0	70105	0	0	0	0	0	0	0	0	0	0
773	255	382	0	70105	0	0	0	0	0	0	0	0	0	0
774	349	524	0	70106	0	0	0	0	0	0	0	0	0	0
775	259	388	0	70105	0	0	0	0	0	0	0	0	0	0
776	397	596	0	0	0	0	0	0	0	0	0	0	0	0
777	404	607	0	0	0	0	0	0	0	0	0	0	0	0
791	664	996	792	0	20	257	20	258	0	0	0	0	0	0
792	760	1140	0	0	35	257	35	258	0	0	0	0	0	0
793	664	996	0	0	35	257	35	258	0	0	0	0	0	0
794	760	1140	0	0	40	257	40	258	0	0	0	0	0	0
795	23400	35100	0	0	35	257	35	258	0	0	0	0	0	0
796	23400	35100	0	0	40	257	40	258	0	0	0	0	0	0
901	212	318	0	70105	0	0	0	0	0	0	0	0	0	0
902	220	330	0	70105	0	0	0	0	0	0	0	0	0	0
903	228	342	0	70105	0	0	0	0	0	0	0	0	0	0
904	324	486	0	70106	0	0	0	0	0	0	0	0	0	0
905	340	511	0	70106	0	0	0	0	0	0	0	0	0	0
906	681	1022	0	0	0	0	0	0	0	0	0	0	0	0
907	396	594	0	70107	0	0	0	0	0	0	0	0	0	0
931	212	318	0	70105	0	0	0	0	0	0	0	0	0	0
932	220	330	0	70105	0	0	0	0	0	0	0	0	0	0
933	228	342	0	70105	0	0	0	0	0	0	0	0	0	0
934	324	486	0	70106	0	0	0	0	0	0	0	0	0	0
935	340	511	0	70106	0	0	0	0	0	0	0	0	0	0
936	681	1022	0	0	0	0	0	0	0	0	0	0	0	0
937	396	594	0	70107	0	0	0	0	0	0	0	0	0	0
991	724	1086	992	0	0	0	0	0	0	0	0	0	0	0
992	736	1104	0	0	0	0	0	0	0	0	0	0	0	0
993	748	1122	0	0	0	0	0	0	0	0	0	0	0	0
1001	244	366	0	70105	0	0	0	0	0	0	0	0	0	0
1002	496	744	0	0	0	0	0	0	0	0	0	0	0	0
1003	252	378	0	70105	0	0	0	0	0	0	0	0	0	0
1004	352	528	0	0	0	0	0	0	0	0	0	0	0	0
1031	391	586	1061	70106	0	0	0	0	0	0	0	0	0	0
1032	402	603	1062	0	0	0	0	0	0	0	0	0	0	0
1033	408	612	1063	70106	0	0	0	0	0	0	0	0	0	0
1034	413	620	1064	0	0	0	0	0	0	0	0	0	0	0
1035	419	628	1065	0	0	0	0	0	0	0	0	0	0	0
1036	424	637	1066	0	0	0	0	0	0	0	0	0	0	0
1037	527	790	1067	0	0	0	0	0	0	0	0	0	0	0
1038	534	801	1068	0	0	0	0	0	0	0	0	0	0	0
1039	541	812	1069	0	0	0	0	0	0	0	0	0	0	0
1040	548	823	1070	0	0	0	0	0	0	0	0	0	0	0
1041	556	834	1071	70107	0	0	0	0	0	0	0	0	0	0
1061	391	586	0	70106	0	0	0	0	0	0	0	0	0	0
1062	402	603	0	0	0	0	0	0	0	0	0	0	0	0
1063	408	612	0	70106	0	0	0	0	0	0	0	0	0	0
1064	413	620	0	0	0	0	0	0	0	0	0	0	0	0
1065	419	628	0	0	0	0	0	0	0	0	0	0	0	0
1066	424	637	0	0	0	0	0	0	0	0	0	0	0	0
1067	527	790	0	0	0	0	0	0	0	0	0	0	0	0
1068	534	801	0	0	0	0	0	0	0	0	0	0	0	0
1069	541	812	0	0	0	0	0	0	0	0	0	0	0	0
1070	548	823	0	0	0	0	0	0	0	0	0	0	0	0
1071	556	834	0	70107	0	0	0	0	0	0	0	0	0	0
1091	916	1374	0	0	25	256	0	0	0	0	0	0	0	0
1092	916	1374	0	0	25	256	0	0	0	0	0	0	0	0
1093	952	1428	0	0	10	259	40	260	0	0	0	0	0	0
1094	23400	35100	0	0	30	256	0	0	0	0	0	0	0	0
1095	23400	35100	0	0	10	259	40	260	0	0	0	0	0	0
1096	916	1374	0	0	25	256	0	0	0	0	0	0	0	0
1101	250	375	0	0	0	0	0	0	0	0	0	0	0	0
1102	254	381	0	70105	0	0	0	0	0	0	0	0	0	0
1103	263	394	0	70105	0	0	0	0	0	0	0	0	0	0
1104	362	543	0	70106	0	0	0	0	0	0	0	0	0	0
1105	368	552	0	70106	0	0	0	0	0	0	0	0	0	0
1106	373	560	0	70106	0	0	0	0	0	0	0	0	0	0
1107	476	714	0	70107	0	0	0	0	0	0	0	0	0	0
1131	522	783	0	0	0	0	0	0	0	0	0	0	0	0
1132	529	796	0	70105	0	0	0	0	0	0	0	0	0	0
1133	587	880	0	70105	0	0	0	0	0	0	0	0	0	0
1134	875	1314	0	70106	0	0	0	0	0	0	0	0	0	0
1135	889	1334	0	70106	0	0	0	0	0	0	0	0	0	0
1136	902	1352	0	70106	0	0	0	0	0	0	0	0	0	0
1137	1148	1723	0	70107	0	0	0	0	0	0	0	0	0	0
1151	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1152	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1153	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1154	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1155	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1156	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1157	1000	2000	0	0	0	0	0	0	0	0	0	0	0	0
1171	250	375	0	0	0	0	0	0	0	0	0	0	0	0
1172	254	381	0	70105	0	0	0	0	0	0	0	0	0	0
1173	263	394	0	70105	0	0	0	0	0	0	0	0	0	0
1174	362	543	0	70106	0	0	0	0	0	0	0	0	0	0
1175	368	552	0	70106	0	0	0	0	0	0	0	0	0	0
1176	373	560	0	70106	0	0	0	0	0	0	0	0	0	0
1177	476	714	0	70107	0	0	0	0	0	0	0	0	0	0
1191	428000	642000	0	0	0	0	0	0	0	0	0	0	0	0
1192	856000	1284000	0	0	0	0	0	0	0	0	0	0	0	0
1301	268	402	0	70105	0	0	0	0	0	0	0	0	0	0
1302	484	727	0	70107	0	0	0	0	0	0	0	0	0	0
1303	272	409	0	70105	0	0	0	0	0	0	0	0	0	0
1304	1007	1510	0	0	40	258	0	0	0	0	0	0	0	0
1305	500	750	0	70107	0	0	0	0	0	0	0	0	0	0
1306	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
1307	23400	35100	0	0	40	258	0	0	0	0	0	0	0	0
1308	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
1309	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
1310	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
1331	268	402	0	70105	0	0	0	0	0	0	0	0	0	0
1332	484	727	0	70107	0	0	0	0	0	0	0	0	0	0
1333	272	409	0	70105	0	0	0	0	0	0	0	0	0	0
1334	1007	1510	0	0	40	258	0	0	0	0	0	0	0	0
1335	500	750	0	70107	0	0	0	0	0	0	0	0	0	0
1401	700	1050	0	70105	0	0	0	0	0	0	0	0	0	0
1402	1062	1593	0	70106	0	0	0	0	0	0	0	0	0	0
1403	1426	2139	0	70107	0	0	0	0	0	0	0	0	0	0
1501	730	1095	0	70105	0	0	0	0	0	0	0	0	0	0
1502	1048	1572	0	70105	0	0	0	0	0	0	0	0	0	0
1503	1408	2112	0	70106	0	0	0	0	0	0	0	0	0	0
1601	720	1080	0	70104	0	0	0	0	0	0	0	0	0	0
1602	1020	1530	0	70106	0	0	0	0	0	0	0	0	0	0
1603	1390	2085	0	70106	0	0	0	0	0	0	0	0	0	0
1901	880	1320	0	0	25	258	40	259	0	0	0	0	0	0
1902	35200	52800	0	0	35	258	40	259	0	0	0	0	0	0
1903	23400	35100	0	0	35	258	40	259	0	0	0	0	0	0
1904	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
1905	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
1906	36640	54960	0	0	40	258	0	0	0	0	0	0	0	0
2001	122	183	0	70104	0	0	0	0	0	0	0	0	0	0
2002	127	190	0	70104	0	0	0	0	0	0	0	0	0	0
2003	201	302	0	70105	0	0	0	0	0	0	0	0	0	0
2004	208	313	0	70105	0	0	0	0	0	0	0	0	0	0
2005	216	325	0	70105	0	0	0	0	0	0	0	0	0	0
2031	304	457	0	70106	0	0	0	0	0	0	0	0	0	0
2032	316	474	0	70106	0	0	0	0	0	0	0	0	0	0
2033	392	588	0	70107	0	0	0	0	0	0	0	0	0	0
2034	406	609	0	70107	0	0	0	0	0	0	0	0	0	0
2035	420	630	0	70107	0	0	0	0	0	0	0	0	0	0
2036	420	630	0	70107	0	0	0	0	0	0	0	0	0	0
2051	122	183	0	70104	0	0	0	0	0	0	0	0	0	0
2052	127	190	0	70104	0	0	0	0	0	0	0	0	0	0
2053	201	302	0	70105	0	0	0	0	0	0	0	0	0	0
2054	208	313	0	70105	0	0	0	0	0	0	0	0	0	0
2055	216	325	0	70105	0	0	0	0	0	0	0	0	0	0
2061	533	798	0	70104	0	0	0	0	0	0	0	0	0	0
2062	552	828	0	70105	0	0	0	0	0	0	0	0	0	0
2063	698	1047	0	70106	0	0	0	0	0	0	0	0	0	0
2064	723	1085	0	70106	0	0	0	0	0	0	0	0	0	0
2065	747	1121	0	70107	0	0	0	0	0	0	0	0	0	0
2071	384	576	0	0	0	0	0	0	0	0	0	0	0	0
2072	393	590	0	0	0	0	0	0	0	0	0	0	0	0
2073	537	806	0	0	0	0	0	0	0	0	0	0	0	0
2074	550	825	0	0	0	0	0	0	0	0	0	0	0	0
2075	563	844	0	0	0	0	0	0	0	0	0	0	0	0
2076	563	844	0	0	0	0	0	0	0	0	0	0	0	0
2091	29440	44160	0	0	35	261	0	0	0	0	0	0	0	0
2092	23400	35100	0	0	40	261	0	0	0	0	0	0	0	0
2093	23400	35100	0	0	40	261	0	0	0	0	0	0	0	0
2094	51740	77610	0	0	40	261	0	0	0	0	0	0	0	0
2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2101	92	138	0	70105	0	0	0	0	0	0	0	0	0	0
2102	168	253	0	70105	0	0	0	0	0	0	0	0	0	0
2103	176	265	0	70105	0	0	0	0	0	0	0	0	0	0
2104	254	381	0	70106	0	0	0	0	0	0	0	0	0	0
2105	558	837	0	0	0	0	0	0	0	0	0	0	0	0
2106	276	414	0	70106	0	0	0	0	0	0	0	0	0	0
2107	603	904	0	0	0	0	0	0	0	0	0	0	0	0
2108	404	607	0	70107	0	0	0	0	0	0	0	0	0	0
2131	533	798	0	70104	0	0	0	0	0	0	0	0	0	0
2132	552	828	0	70105	0	0	0	0	0	0	0	0	0	0
2133	698	1047	0	70106	0	0	0	0	0	0	0	0	0	0
2134	723	1085	0	70106	0	0	0	0	0	0	0	0	0	0
2135	747	1121	0	70107	0	0	0	0	0	0	0	0	0	0
2151	92	138	0	70105	0	0	0	0	0	0	0	0	0	0
2152	168	253	0	70105	0	0	0	0	0	0	0	0	0	0
2153	176	265	0	70105	0	0	0	0	0	0	0	0	0	0
2154	254	381	0	70106	0	0	0	0	0	0	0	0	0	0
2155	558	837	0	0	0	0	0	0	0	0	0	0	0	0
2156	276	414	0	70106	0	0	0	0	0	0	0	0	0	0
2157	603	904	0	0	0	0	0	0	0	0	0	0	0	0
2158	404	607	0	70107	0	0	0	0	0	0	0	0	0	0
2191	820	1230	0	0	40	256	30	256	0	0	0	0	0	0
2192	23400	35100	0	0	40	256	30	256	0	0	0	0	0	0
2201	283	424	0	70105	0	0	0	0	0	0	0	0	0	0
2202	292	438	0	0	0	0	0	0	0	0	0	0	0	0
2203	395	592	0	70106	0	0	0	0	0	0	0	0	0	0
2204	413	620	0	70106	0	0	0	0	0	0	0	0	0	0
2205	517	776	0	70107	0	0	0	0	0	0	0	0	0	0
2206	892	1338	0	0	40	256	0	0	0	0	0	0	0	0
2207	68700	103050	0	0	40	256	0	0	0	0	0	0	0	0
2231	283	424	0	70105	0	0	0	0	0	0	0	0	0	0
2232	292	438	0	0	0	0	0	0	0	0	0	0	0	0
2233	395	592	0	70106	0	0	0	0	0	0	0	0	0	0
2234	413	620	0	70106	0	0	0	0	0	0	0	0	0	0
2235	517	776	0	70107	0	0	0	0	0	0	0	0	0	0
2291	916	1374	0	0	0	0	0	0	0	0	0	0	0	0
2301	344	516	0	0	0	0	0	0	0	0	0	0	0	0
2302	358	537	0	0	0	0	0	0	0	0	0	0	0	0
2303	616	924	0	0	0	0	0	0	0	0	0	0	0	0
2304	632	948	0	0	0	0	0	0	0	0	0	0	0	0
2305	905	1358	0	70106	0	0	0	0	0	0	0	0	0	0
2306	38560	57840	0	0	0	0	0	0	0	0	0	0	0	0
2307	73200	109800	0	0	0	0	0	0	0	0	0	0	0	0
2311	624	936	0	0	0	0	0	0	0	0	0	0	0	0
2312	640	960	0	70106	0	0	0	0	0	0	0	0	0	0
2313	894	1341	0	0	0	0	0	0	0	0	0	0	0	0
2314	928	1392	0	70107	0	0	0	0	0	0	0	0	0	0
2315	1212	1819	0	70107	0	0	0	0	0	0	0	0	0	0
2401	660	990	0	0	0	0	0	0	0	0	0	0	0	0
2402	674	1011	0	0	0	0	0	0	0	0	0	0	0	0
2403	1092	1638	0	0	0	0	0	0	0	0	0	0	0	0
2404	1104	1656	0	0	0	0	0	0	0	0	0	0	0	0
2411	1100	1550	0	0	0	0	0	0	0	0	0	0	0	0
2412	1055	1582	0	0	0	0	0	0	0	0	0	0	0	0
2413	1746	2620	0	0	0	0	0	0	0	0	0	0	0	0
2414	1782	2673	0	0	0	0	0	0	0	0	0	0	0	0
2431	660	990	0	0	0	0	0	0	0	0	0	0	0	0
2432	674	1011	0	0	0	0	0	0	0	0	0	0	0	0
2433	1092	1638	0	0	0	0	0	0	0	0	0	0	0	0
2434	1104	1656	0	0	0	0	0	0	0	0	0	0	0	0
2451	688	1033	0	0	0	0	0	0	0	0	0	0	0	0
2452	703	1054	0	0	0	0	0	0	0	0	0	0	0	0
2453	1164	1746	0	0	0	0	0	0	0	0	0	0	0	0
2454	1188	1782	0	0	0	0	0	0	0	0	0	0	0	0
2491	41500	67250	2492	0	40	256	40	257	0	0	0	0	0	0
2492	148500	222750	0	0	40	256	40	257	0	0	0	0	0	0
2493	23400000	35100000	0	0	40	256	40	257	0	0	0	0	0	0
2494	31200	46800	2495	0	40	256	40	257	0	0	0	0	0	0
2495	118800	178200	0	0	40	256	40	257	0	0	0	0	0	0
2501	478	717	0	0	0	0	0	0	0	0	0	0	0	0
2502	1176	1764	0	0	0	0	0	0	0	0	0	0	0	0
2503	1188	1782	0	0	0	0	0	0	0	0	0	0	0	0
2504	2214	3321	0	0	0	0	0	0	0	0	0	0	0	0
2505	2236	3355	0	0	0	0	0	0	0	0	0	0	0	0
2506	3608	5412	0	0	0	0	0	0	0	0	0	0	0	0
2507	3644	5466	0	0	0	0	0	0	0	0	0	0	0	0
2508	478	717	2541	0	0	0	0	0	0	0	0	0	0	0
2509	1176	1764	2542	0	0	0	0	0	0	0	0	0	0	0
2510	1188	1782	2543	0	0	0	0	0	0	0	0	0	0	0
2511	2214	3321	2544	0	0	0	0	0	0	0	0	0	0	0
2512	2236	3355	2545	0	0	0	0	0	0	0	0	0	0	0
2513	3608	5412	2546	0	0	0	0	0	0	0	0	0	0	0
2514	3680	5520	2547	0	0	0	0	0	0	0	0	0	0	0
2541	478	717	0	0	0	0	0	0	0	0	0	0	0	0
2542	1176	1764	0	0	0	0	0	0	0	0	0	0	0	0
2543	1188	1782	0	0	0	0	0	0	0	0	0	0	0	0
2544	2214	3321	0	0	0	0	0	0	0	0	0	0	0	0
2545	2236	3355	0	0	0	0	0	0	0	0	0	0	0	0
2546	3608	5412	0	0	0	0	0	0	0	0	0	0	0	0
2547	3680	5520	0	0	0	0	0	0	0	0	0	0	0	0
2591	17120	25680	0	0	25	256	0	0	0	0	0	0	0	0
2592	17120	25680	0	0	25	256	0	0	0	0	0	0	0	0
2593	17120	25680	0	0	25	256	0	0	0	0	0	0	0	0
2594	17120	25680	0	0	25	256	0	0	0	0	0	0	0	0
2595	0	0	0	0	20	256	0	0	0	0	0	0	0	0
2596	0	0	0	0	20	256	0	0	0	0	0	0	0	0
2597	30520	45780	0	0	20	257	25	258	0	0	0	0	0	0
2598	30520	45780	0	0	10	257	20	259	0	0	0	0	0	0
3001	184	276	0	0	0	0	0	0	0	0	0	0	0	0
3002	371	556	0	0	0	0	0	0	0	0	0	0	0	0
3003	374	561	0	0	0	0	0	0	0	0	0	0	0	0
3004	566	849	0	0	0	0	0	0	0	0	0	0	0	0
3005	761	1142	0	0	0	0	0	0	0	0	0	0	0	0
3090	984	1476	0	0	20	256	0	0	0	0	0	0	0	0
3091	1800	2700	0	0	20	257	25	258	0	0	0	0	0	0
3101	188	283	0	0	0	0	0	0	0	0	0	0	0	0
3102	380	571	0	0	0	0	0	0	0	0	0	0	0	0
3103	384	576	0	0	0	0	0	0	0	0	0	0	0	0
3104	580	871	0	0	0	0	0	0	0	0	0	0	0	0
3105	780	1171	0	0	0	0	0	0	0	0	0	0	0	0
3190	992	1488	0	0	20	256	0	0	0	0	0	0	0	0
3191	1814	2721	0	0	20	257	25	258	0	0	0	0	0	0
3201	185	278	0	0	0	0	0	0	0	0	0	0	0	0
3202	374	561	0	0	0	0	0	0	0	0	0	0	0	0
3203	377	566	0	0	0	0	0	0	0	0	0	0	0	0
3204	571	856	0	0	0	0	0	0	0	0	0	0	0	0
3205	774	1161	0	0	0	0	0	0	0	0	0	0	0	0
3290	984	1476	0	0	20	256	0	0	0	0	0	0	0	0
3291	1800	2700	0	0	20	257	25	258	0	0	0	0	0	0
3301	187	280	0	0	0	0	0	0	0	0	0	0	0	0
3302	377	566	0	0	0	0	0	0	0	0	0	0	0	0
3303	380	571	0	0	0	0	0	0	0	0	0	0	0	0
3304	576	864	0	0	0	0	0	0	0	0	0	0	0	0
3305	774	1161	0	0	0	0	0	0	0	0	0	0	0	0
3390	984	1476	0	0	20	256	0	0	0	0	0	0	0	0
